#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 05 15 07 20  60  4.0   MM   0.0    MM    MM   0 1014.7   4.9   5.3   2.6   MM   MM    MM
2024 05 15 07 10  30  3.0   MM   0.0    MM    MM   0 1015.0   4.9   5.2   2.7   MM   MM    MM
2024 05 15 02 10  50  7.0   MM   0.0    MM    MM   0 1015.3   5.4   5.1   2.4   MM   MM    MM
2024 05 15 02 00  40  7.0   MM   0.0    MM    MM   0 1015.1   5.5   5.1   2.4   MM +0.5    MM
2024 05 15 01 50  50  7.0   MM   0.0    MM    MM   0 1015.1   5.3   5.1   2.4   MM   MM    MM
2024 05 15 01 40  50  7.0   MM   0.0    MM    MM   0 1015.2   5.1   5.1   2.4   MM   MM    MM
2024 05 15 01 30  40  7.0   MM   0.0    MM    MM   0 1015.4   4.9   5.1   2.5   MM   MM    MM
2024 05 15 01 20  30  6.0   MM   0.0    MM    MM   0 1015.3   4.8   5.1   2.5   MM   MM    MM
2024 05 15 01 10  40  6.0   MM   0.0    MM    MM   0 1015.1   4.9   5.1   2.4   MM   MM    MM
2024 05 15 01 00  30  7.0   MM   0.0    MM    MM   0 1015.3   5.0   5.1   2.5   MM +0.7    MM
2024 05 15 00 50  60  7.0   MM   0.0    MM    MM   0 1015.3   5.1   5.1   2.4   MM   MM    MM
2024 05 15 00 40  50  7.0   MM   0.0    MM    MM   0 1015.2   5.2   5.1   2.4   MM   MM    MM
2024 05 15 00 30  60  7.0   MM   0.0    MM    MM   0 1015.0   5.2   5.2   2.4   MM   MM    MM
2024 05 15 00 20  60  8.0   MM   0.0    MM    MM   0 1014.9   5.2   5.2   2.4   MM   MM    MM
2024 05 15 00 10  60  8.0   MM   0.0    MM    MM   0 1014.8   5.2   5.1   2.4   MM   MM    MM
2024 05 15 00 00  70  8.0   MM   0.0    MM    MM   0 1014.8   5.2   5.1   2.4   MM +0.0    MM
2024 05 14 23 50  70  8.0   MM   0.0    MM    MM   0 1014.7   5.3   5.1   2.4   MM   MM    MM
2024 05 14 23 40  50  8.0   MM   0.0    MM    MM   0 1014.6   5.3   5.1   2.5   MM   MM    MM
2024 05 14 23 30  50  8.0   MM   0.0    MM    MM   0 1014.6   5.3   5.1   2.5   MM   MM    MM
2024 05 14 23 20  60  8.0   MM   0.0    MM    MM   0 1014.6   5.2   5.1   2.4   MM   MM    MM
2024 05 14 23 10  50  8.0   MM   0.0    MM    MM   0 1014.7   5.3   5.2   2.5   MM   MM    MM
2024 05 14 23 00  60  8.0   MM   0.0    MM    MM   0 1014.7   5.3   5.2   2.4   MM -0.5    MM
2024 05 14 22 50  40  8.0   MM   0.0    MM    MM   0 1014.7   5.3   5.2   2.5   MM   MM    MM
2024 05 14 22 40  50  8.0   MM   0.0    MM    MM   0 1014.6   5.3   5.2   2.5   MM   MM    MM
2024 05 14 22 30  50  8.0   MM   0.0    MM    MM   0 1014.7   5.3   5.2   2.5   MM   MM    MM
2024 05 14 22 20  40  8.0   MM   0.0    MM    MM   0 1014.8   5.3   5.2   2.5   MM   MM    MM
2024 05 14 22 10  40  7.0   MM   0.0    MM    MM   0 1014.8   5.3   5.2   2.5   MM   MM    MM
2024 05 14 22 00  60  8.0   MM   0.0    MM    MM   0 1014.6   5.3   5.2   2.5   MM -1.3    MM
2024 05 14 21 50  50  8.0   MM   0.0    MM    MM   0 1014.5   5.3   5.2   2.5   MM   MM    MM
2024 05 14 21 40  50  8.0   MM   0.0    MM    MM   0 1014.5   5.4   5.2   2.5   MM   MM    MM
2024 05 14 21 30  60  9.0   MM   0.0    MM    MM   0 1014.6   5.4   5.2   2.5   MM   MM    MM
2024 05 14 21 20  60  9.0   MM   0.0    MM    MM   0 1014.6   5.5   5.2   2.5   MM   MM    MM
2024 05 14 21 10  50  9.0   MM   0.0    MM    MM   0 1014.6   5.5   5.2   2.5   MM   MM    MM
2024 05 14 21 00  60  8.0   MM   0.0    MM    MM   0 1014.8   5.5   5.3   2.4   MM -1.1    MM
2024 05 14 20 50  60  8.0   MM   0.0    MM    MM   0 1014.8   5.5   5.3   2.4   MM   MM    MM
2024 05 14 20 40  50  8.0   MM   0.0    MM    MM   0 1014.8   5.4   5.3   2.4   MM   MM    MM
2024 05 14 20 30  60  8.0   MM   0.0    MM    MM   0 1014.9   5.4   5.3   2.4   MM   MM    MM
2024 05 14 20 20  60  9.0   MM   0.0    MM    MM   0 1015.0   5.3   5.3   2.5   MM   MM    MM
2024 05 14 20 10  60  9.0   MM   0.0    MM    MM   0 1014.9   5.2   5.2   2.5   MM   MM    MM
2024 05 14 20 00  60  9.0   MM   0.0    MM    MM   0 1015.1   5.2   5.2   2.6   MM -1.0    MM
2024 05 14 19 50  40  8.0   MM   0.0    MM    MM   0 1015.3   5.2   5.3   2.6   MM   MM    MM
2024 05 14 19 40  60  8.0   MM   0.0    MM    MM   0 1015.5   5.2   5.3   2.6   MM   MM    MM
2024 05 14 19 30  50  8.0   MM   0.0    MM    MM   0 1015.4   5.1   5.3   2.6   MM   MM    MM
2024 05 14 19 20  60  9.0   MM   0.0    MM    MM   0 1015.5   5.1   5.3   2.6   MM   MM    MM
2024 05 14 19 10  60  9.0   MM   0.0    MM    MM   0 1015.7   5.1   5.3   2.6   MM   MM    MM
2024 05 14 19 00  50  9.0   MM   0.0    MM    MM   0 1015.8   5.1   5.3   2.6   MM -0.7    MM
2024 05 14 18 50  60  8.0   MM   0.0    MM    MM   0 1016.0   5.1   5.3   2.6   MM   MM    MM
2024 05 14 18 40  60  9.0   MM   0.0    MM    MM   0 1015.9   5.1   5.3   2.6   MM   MM    MM
2024 05 14 18 30  40  8.0   MM   0.0    MM    MM   0 1015.9   5.1   5.3   2.7   MM   MM    MM
2024 05 14 18 20  50  8.0   MM   0.0    MM    MM   0 1016.1   5.1   5.3   2.7   MM   MM    MM
2024 05 14 18 10  50  8.0   MM   0.0    MM    MM   0 1016.0   5.1   5.3   2.7   MM   MM    MM
2024 05 14 18 00  60  8.0   MM   0.0    MM    MM   0 1015.8   5.1   5.3   2.7   MM -0.8    MM
2024 05 14 17 50  50  8.0   MM   0.0    MM    MM   0 1015.8   5.1   5.3   2.7   MM   MM    MM
2024 05 14 17 40  60  8.0   MM   0.0    MM    MM   0 1015.8   5.0   5.3   2.7   MM   MM    MM
2024 05 14 17 30  60  8.0   MM   0.0    MM    MM   0 1015.9   5.0   5.2   2.7   MM   MM    MM
2024 05 14 17 20  50  8.0   MM   0.0    MM    MM   0 1016.0   4.9   5.2   2.8   MM   MM    MM
2024 05 14 17 10  60  9.0   MM   0.0    MM    MM   0 1016.0   4.9   5.2   2.7   MM   MM    MM
2024 05 14 17 00  60  9.0   MM   0.0    MM    MM   0 1016.1   4.9   5.2   2.7   MM -0.6    MM
2024 05 14 16 50  50  8.0   MM   0.0    MM    MM   0 1016.3   4.9   5.2   2.7   MM   MM    MM
2024 05 14 16 40  50  8.0   MM   0.0    MM    MM   0 1016.4   4.9   5.2   2.7   MM   MM    MM
2024 05 14 16 30  50  8.0   MM   0.0    MM    MM   0 1016.3   4.9   5.2   2.7   MM   MM    MM
2024 05 14 16 20  60  8.0   MM   0.0    MM    MM   0 1016.4   4.9   5.2   2.7   MM   MM    MM
2024 05 14 16 10  50  8.0   MM   0.0    MM    MM   0 1016.3   4.9   5.2   2.7   MM   MM    MM
2024 05 14 16 00  60  8.0   MM   0.0    MM    MM   0 1016.5   4.9   5.2   2.6   MM +0.0    MM
2024 05 14 15 50  60  8.0   MM   0.0    MM    MM   0 1016.5   4.9   5.2   2.6   MM   MM    MM
2024 05 14 15 40  50  8.0   MM   0.0    MM    MM   0 1016.5   4.9   5.1   2.6   MM   MM    MM
2024 05 14 15 30  50  8.0   MM   0.0    MM    MM   0 1016.6   5.0   5.1   2.5   MM   MM    MM
2024 05 14 15 20  50  8.0   MM   0.0    MM    MM   0 1016.6   5.0   5.2   2.6   MM   MM    MM
2024 05 14 15 10  50  7.0   MM   0.0    MM    MM   0 1016.6   5.1   5.1   2.6   MM   MM    MM
2024 05 14 15 00  50  7.0   MM   0.0    MM    MM   0 1016.6   5.1   5.1   2.6   MM +0.6    MM
2024 05 14 14 50  60  7.0   MM   0.0    MM    MM   0 1016.8   5.1   5.1   2.6   MM   MM    MM
2024 05 14 14 40  50  6.0   MM   0.0    MM    MM   0 1016.7   5.1   5.1   2.6   MM   MM    MM
2024 05 14 14 30  50  6.0   MM   0.0    MM    MM   0 1016.7   5.1   5.1   2.6   MM   MM    MM
2024 05 14 14 20  70  7.0   MM   0.0    MM    MM   0 1016.6   5.1   5.1   2.5   MM   MM    MM
2024 05 14 14 10  60  6.0   MM   0.0    MM    MM   0 1016.6   5.2   5.1   2.5   MM   MM    MM
2024 05 14 14 00  60  6.0   MM   0.0    MM    MM   0 1016.7   5.2   5.1   2.4   MM +1.2    MM
2024 05 14 13 50  70  7.0   MM   0.0    MM    MM   0 1016.6   5.3   5.1   2.4   MM   MM    MM
2024 05 14 13 40  50  6.0   MM   0.0    MM    MM   0 1016.6   5.3   5.1   2.4   MM   MM    MM
2024 05 14 13 30  60  5.0   MM   0.0    MM    MM   0 1016.7   5.2   5.1   2.5   MM   MM    MM
2024 05 14 13 20  50  5.0   MM   0.0    MM    MM   0 1016.6   5.2   5.1   2.4   MM   MM    MM
2024 05 14 13 10  50  5.0   MM   0.0    MM    MM   0 1016.5   5.2   5.1   2.4   MM   MM    MM
2024 05 14 13 00  60  5.0   MM   0.0    MM    MM   0 1016.4   5.2   5.1   2.3   MM +1.1    MM
2024 05 14 12 50  50  5.0   MM   0.0    MM    MM   0 1016.5   5.1   5.1   2.3   MM   MM    MM
2024 05 14 12 40  50  5.0   MM   0.0    MM    MM   0 1016.4   5.1   5.1   2.3   MM   MM    MM
2024 05 14 12 30  40  5.0   MM   0.0    MM    MM   0 1016.4   5.0   5.1   2.3   MM   MM    MM
2024 05 14 12 20  60  5.0   MM   0.0    MM    MM   0 1016.3   5.0   5.1   2.2   MM   MM    MM
2024 05 14 12 10  50  5.0   MM   0.0    MM    MM   0 1016.1   5.0   5.0   2.3   MM   MM    MM
2024 05 14 12 00  50  5.0   MM   0.0    MM    MM   0 1016.0   5.0   5.0   2.2   MM +1.1    MM
2024 05 14 11 50  60  5.0   MM   0.0    MM    MM   0 1015.9   5.0   5.0   2.2   MM   MM    MM
2024 05 14 11 40  50  5.0   MM   0.0    MM    MM   0 1015.9   5.0   5.0   2.2   MM   MM    MM
2024 05 14 11 30  60  5.0   MM   0.0    MM    MM   0 1015.8   5.0   5.0   2.2   MM   MM    MM
2024 05 14 11 20  40  5.0   MM   0.0    MM    MM   0 1015.7   4.9   5.0   2.2   MM   MM    MM
2024 05 14 11 10  40  5.0   MM   0.0    MM    MM   0 1015.6   4.9   5.0   2.2   MM   MM    MM
2024 05 14 11 00  50  5.0   MM   0.0    MM    MM   0 1015.5   4.9   5.0   2.2   MM +0.8    MM
2024 05 14 10 50  60  5.0   MM   0.0    MM    MM   0 1015.4   4.9   5.0   2.1   MM   MM    MM
2024 05 14 10 40  50  6.0   MM   0.0    MM    MM   0 1015.5   4.9   5.0   2.1   MM   MM    MM
2024 05 14 10 30  60  6.0   MM   0.0    MM    MM   0 1015.4   4.9   5.0   2.1   MM   MM    MM
2024 05 14 10 20  50  6.0   MM   0.0    MM    MM   0 1015.4   4.9   5.0   2.1   MM   MM    MM
2024 05 14 10 10  50  5.0   MM   0.0    MM    MM   0 1015.5   4.9   5.0   2.1   MM   MM    MM
2024 05 14 10 00  60  5.0   MM   0.0    MM    MM   0 1015.4   4.9   5.0   2.1   MM +0.9    MM
2024 05 14 09 50  50  5.0   MM   0.0    MM    MM   0 1015.4   4.9   4.9   2.2   MM   MM    MM
2024 05 14 09 40  50  5.0   MM   0.0    MM    MM   0 1015.2   4.9   4.9   2.1   MM   MM    MM
2024 05 14 09 30  60  6.0   MM   0.0    MM    MM   0 1015.2   4.9   4.8   2.1   MM   MM    MM
2024 05 14 09 20  50  6.0   MM   0.0    MM    MM   0 1015.1   4.9   4.8   2.1   MM   MM    MM
2024 05 14 09 10  50  6.0   MM   0.0    MM    MM   0 1015.0   4.9   4.8   2.1   MM   MM    MM
2024 05 14 09 00  50  6.0   MM   0.0    MM    MM   0 1014.9   5.0   4.8   2.1   MM +0.9    MM
2024 05 14 08 50  60  6.0   MM   0.0    MM    MM   0 1015.1   4.9   4.8   2.1   MM   MM    MM
2024 05 14 08 40  50  6.0   MM   0.0    MM    MM   0 1015.0   4.9   4.8   2.1   MM   MM    MM
2024 05 14 08 30  40  6.0   MM   0.0    MM    MM   0 1014.9   4.9   4.8   2.1   MM   MM    MM
2024 05 14 08 20  40  6.0   MM   0.0    MM    MM   0 1014.9   4.9   4.7   2.1   MM   MM    MM
2024 05 14 08 10  40  6.0   MM   0.0    MM    MM   0 1014.8   4.9   4.6   2.1   MM   MM    MM
2024 05 14 08 00  50  6.0   MM   0.0    MM    MM   0 1014.7   4.8   4.5   2.2   MM +1.2    MM
2024 05 14 07 50  60  7.0   MM   0.0    MM    MM   0 1014.6   4.7   4.5   2.2   MM   MM    MM
2024 05 14 07 40  50  7.0   MM   0.0    MM    MM   0 1014.5   4.6   4.6   2.3   MM   MM    MM
2024 05 14 07 30  40  7.0   MM   0.0    MM    MM   0 1014.5   4.5   4.5   2.3   MM   MM    MM
2024 05 14 07 20  40  6.0   MM   0.0    MM    MM   0 1014.4   4.5   4.4   2.3   MM   MM    MM
2024 05 14 07 10  50  6.0   MM   0.0    MM    MM   0 1014.4   4.6   4.5   2.3   MM   MM    MM
2024 05 14 07 00  40  7.0   MM   0.0    MM    MM   0 1014.5   4.6   4.5   2.3   MM +1.6    MM
2024 05 14 06 50  30  7.0   MM   0.0    MM    MM   0 1014.5   4.7   4.5   2.3   MM   MM    MM
2024 05 14 06 40  60  7.0   MM   0.0    MM    MM   0 1014.3   4.8   4.4   2.3   MM   MM    MM
2024 05 14 06 30  60  8.0   MM   0.0    MM    MM   0 1014.3   4.9   4.4   2.3   MM   MM    MM
2024 05 14 06 20  60  7.0   MM   0.0    MM    MM   0 1014.1   4.9   4.5   2.3   MM   MM    MM
2024 05 14 06 10  60  7.0   MM   0.0    MM    MM   0 1014.2   5.0   4.4   2.3   MM   MM    MM
2024 05 14 06 00  50  7.0   MM   0.0    MM    MM   0 1014.0   5.2   4.4   2.3   MM +1.7    MM
2024 05 14 05 50  60  8.0   MM   0.0    MM    MM   0 1013.9   5.2   4.4   2.3   MM   MM    MM
2024 05 14 05 40  70  7.0   MM   0.0    MM    MM   0 1013.8   5.3   4.4   2.3   MM   MM    MM
2024 05 14 05 30  50  7.0   MM   0.0    MM    MM   0 1013.7   5.3   4.4   2.4   MM   MM    MM
2024 05 14 05 20  60  8.0   MM   0.0    MM    MM   0 1013.6   5.1   4.5   2.4   MM   MM    MM
2024 05 14 05 10  60  7.0   MM   0.0    MM    MM   0 1013.5   5.2   4.5   2.4   MM   MM    MM
2024 05 14 05 00  70  7.0   MM   0.0    MM    MM   0 1013.5   5.2   4.5   2.4   MM +1.6    MM
2024 05 14 04 50  60  8.0   MM   0.0    MM    MM   0 1013.4   5.2   4.6   2.5   MM   MM    MM
2024 05 14 04 40  60  8.0   MM   0.0    MM    MM   0 1013.3   5.0   4.6   2.5   MM   MM    MM
2024 05 14 04 30  60  8.0   MM   0.0    MM    MM   0 1013.2   5.0   4.6   2.5   MM   MM    MM
2024 05 14 04 20  60  8.0   MM   0.0    MM    MM   0 1013.1   5.0   4.7   2.5   MM   MM    MM
2024 05 14 04 10  60  8.0   MM   0.0    MM    MM   0 1013.0   5.1   4.7   2.5   MM   MM    MM
2024 05 14 04 00  70  9.0   MM   0.0    MM    MM   0 1012.9   5.2   4.7   2.5   MM +1.5    MM
2024 05 14 03 50  70  9.0   MM   0.0    MM    MM   0 1012.8   5.2   4.6   2.6   MM   MM    MM
2024 05 14 03 40  60  8.0   MM   0.0    MM    MM   0 1012.7   5.1   4.6   2.6   MM   MM    MM
2024 05 14 03 30  60  8.0   MM   0.0    MM    MM   0 1012.6   5.0   4.7   2.6   MM   MM    MM
2024 05 14 03 20  60  8.0   MM   0.0    MM    MM   0 1012.5   5.0   4.8   2.6   MM   MM    MM
2024 05 14 03 10  50  8.0   MM   0.0    MM    MM   0 1012.4   4.9   4.8   2.6   MM   MM    MM
2024 05 14 03 00  70  9.0   MM   0.0    MM    MM   0 1012.3   4.9   4.9   2.6   MM +1.3    MM
2024 05 14 02 50  50  8.0   MM   0.0    MM    MM   0 1012.2   5.0   4.8   2.7   MM   MM    MM
2024 05 14 02 40  60  8.0   MM   0.0    MM    MM   0 1012.2   5.3   4.9   2.8   MM   MM    MM
2024 05 14 02 30  50  7.0   MM   0.0    MM    MM   0 1012.1   5.4   4.8   2.8   MM   MM    MM
2024 05 14 02 20  50  8.0   MM   0.0    MM    MM   0 1011.8   5.5   4.8   2.8   MM   MM    MM
2024 05 14 02 10  70  7.0   MM   0.0    MM    MM   0 1011.9   5.5   4.9   2.9   MM   MM    MM
2024 05 14 02 00  60  6.0   MM   0.0    MM    MM   0 1011.8   5.7   4.9   2.9   MM +1.0    MM
2024 05 14 01 50  60  7.0   MM   0.0    MM    MM   0 1011.6   5.9   5.0   2.9   MM   MM    MM
2024 05 14 01 40  60  7.0   MM   0.0    MM    MM   0 1011.5   5.9   5.0   3.0   MM   MM    MM
2024 05 14 01 30  60  8.0   MM   0.0    MM    MM   0 1011.4   5.8   5.0   2.9   MM   MM    MM
2024 05 14 01 20  50  7.0   MM   0.0    MM    MM   0 1011.5   5.7   5.0   3.0   MM   MM    MM
2024 05 14 01 10  40  7.0   MM   0.0    MM    MM   0 1011.5   5.7   5.0   3.0   MM   MM    MM
2024 05 14 01 00  50  6.0   MM   0.0    MM    MM   0 1011.4   5.5   5.0   2.9   MM +0.6    MM
2024 05 14 00 50  50  7.0   MM   0.0    MM    MM   0 1011.3   5.5   5.1   3.0   MM   MM    MM
2024 05 14 00 40  50  7.0   MM   0.0    MM    MM   0 1011.3   5.7   5.1   3.0   MM   MM    MM
2024 05 14 00 30  50  7.0   MM   0.0    MM    MM   0 1011.2   5.8   5.1   3.0   MM   MM    MM
2024 05 14 00 20  50  7.0   MM   0.0    MM    MM   0 1011.1   6.0   5.2   3.1   MM   MM    MM
2024 05 14 00 10  60  7.0   MM   0.0    MM    MM   0 1011.0   6.0   5.2   3.1   MM   MM    MM
2024 05 14 00 00  40  6.0   MM   0.0    MM    MM   0 1011.0   5.9   5.2   3.1   MM +0.3    MM
2024 05 13 23 50  50  7.0   MM   0.0    MM    MM   0 1010.9   5.8   5.2   3.1   MM   MM    MM
2024 05 13 23 40  40  6.0   MM   0.0    MM    MM   0 1010.8   5.7   5.3   3.1   MM   MM    MM
2024 05 13 23 30  50  7.0   MM   0.0    MM    MM   0 1010.8   5.7   5.3   3.1   MM   MM    MM
2024 05 13 23 20  40  5.0   MM   0.0    MM    MM   0 1010.8   5.6   5.3   3.1   MM   MM    MM
2024 05 13 23 10  50  6.0   MM   0.0    MM    MM   0 1010.8   5.6   5.3   3.1   MM   MM    MM
2024 05 13 23 00  50  6.0   MM   0.0    MM    MM   0 1010.8   5.5   5.3   3.1   MM +0.0    MM
2024 05 13 22 50  50  6.0   MM   0.0    MM    MM   0 1010.9   5.5   5.3   3.1   MM   MM    MM
2024 05 13 22 40  40  5.0   MM   0.0    MM    MM   0 1010.8   5.6   5.3   3.2   MM   MM    MM
2024 05 13 22 30  40  5.0   MM   0.0    MM    MM   0 1010.8   5.5   5.2   3.2   MM   MM    MM
2024 05 13 22 20  40  4.0   MM   0.0    MM    MM   0 1010.8   5.5   5.2   3.2   MM   MM    MM
2024 05 13 22 10  40  5.0   MM   0.0    MM    MM   0 1010.8   5.4   5.2   3.2   MM   MM    MM
2024 05 13 22 00  50  5.0   MM   0.0    MM    MM   0 1010.8   5.7   5.3   3.3   MM +0.0    MM
2024 05 13 21 50  60  5.0   MM   0.0    MM    MM   0 1010.7   5.7   5.3   3.3   MM   MM    MM
2024 05 13 21 40  50  4.0   MM   0.0    MM    MM   0 1010.7   5.3   5.3   3.2   MM   MM    MM
2024 05 13 21 30  50  4.0   MM   0.0    MM    MM   0 1010.8   5.3   5.3   3.2   MM   MM    MM
2024 05 13 21 20  40  4.0   MM   0.0    MM    MM   0 1010.8   5.5   5.5   3.2   MM   MM    MM
2024 05 13 21 10  50  4.0   MM   0.0    MM    MM   0 1010.7   5.5   5.3   3.2   MM   MM    MM
2024 05 13 21 00  60  5.0   MM   0.0    MM    MM   0 1010.7   5.4   5.5   3.2   MM -0.4    MM
2024 05 13 20 50  50  4.0   MM   0.0    MM    MM   0 1010.8   5.2   5.8   3.1   MM   MM    MM
2024 05 13 20 40  40  4.0   MM   0.0    MM    MM   0 1010.8   5.2   6.0   3.1   MM   MM    MM
2024 05 13 20 30  40  4.0   MM   0.0    MM    MM   0 1010.8   5.2   6.1   3.1   MM   MM    MM
2024 05 13 20 20  50  4.0   MM   0.0    MM    MM   0 1010.8   5.3   6.3   3.1   MM   MM    MM
2024 05 13 20 10  50  3.0   MM   0.0    MM    MM   0 1010.8   5.4   6.4   3.2   MM   MM    MM
2024 05 13 20 00  50  3.0   MM   0.0    MM    MM   0 1010.8   5.5   6.6   3.2   MM -0.5    MM
2024 05 13 19 50  60  4.0   MM   0.0    MM    MM   0 1010.7   5.6   6.7   3.3   MM   MM    MM
2024 05 13 19 40  70  5.0   MM   0.0    MM    MM   0 1010.7   5.7   6.8   3.3   MM   MM    MM
2024 05 13 19 30  80  4.0   MM   0.0    MM    MM   0 1010.7   5.7   6.9   3.3   MM   MM    MM
2024 05 13 19 20  70  5.0   MM   0.0    MM    MM   0 1010.7   5.8   7.1   3.3   MM   MM    MM
2024 05 13 19 10  70  5.0   MM   0.0    MM    MM   0 1010.7   5.8   7.3   3.3   MM   MM    MM
2024 05 13 19 00  60  5.0   MM   0.0    MM    MM   0 1010.8   5.8   7.4   3.3   MM +0.0    MM
2024 05 13 18 50  60  5.0   MM   0.0    MM    MM   0 1010.9   5.8   7.4   3.3   MM   MM    MM
2024 05 13 18 40  50  4.0   MM   0.0    MM    MM   0 1011.0   5.8   7.6   3.3   MM   MM    MM
2024 05 13 18 30  50  4.0   MM   0.0    MM    MM   0 1011.0   5.9   7.7   3.4   MM   MM    MM
2024 05 13 18 20  50  4.0   MM   0.0    MM    MM   0 1011.1   5.9   7.6   3.4   MM   MM    MM
2024 05 13 18 10  40  3.0   MM   0.0    MM    MM   0 1011.2   5.9   7.5   3.4   MM   MM    MM
2024 05 13 18 00  40  3.0   MM   0.0    MM    MM   0 1011.1   5.9   7.7   3.4   MM +0.0    MM
2024 05 13 17 50  20  3.0   MM   0.0    MM    MM   0 1011.1   6.0   7.3   3.5   MM   MM    MM
2024 05 13 17 40  10  3.0   MM   0.0    MM    MM   0 1011.1   6.0   7.3   3.5   MM   MM    MM
2024 05 13 17 30  10  3.0   MM   0.0    MM    MM   0 1011.2   6.0   7.3   3.5   MM   MM    MM
2024 05 13 17 20 360  3.0   MM   0.0    MM    MM   0 1011.3   6.2   7.3   3.7   MM   MM    MM
2024 05 13 17 10 360  2.0   MM   0.0    MM    MM   0 1011.3   6.3   7.4   3.9   MM   MM    MM
2024 05 13 17 00 360  2.0   MM   0.0    MM    MM   0 1011.2   6.6   7.4   4.0   MM +0.3    MM
2024 05 13 16 50 350  2.0   MM   0.0    MM    MM   0 1011.3   7.1   7.3   4.1   MM   MM    MM
2024 05 13 16 40 360  1.0   MM   0.0    MM    MM   0 1011.3   7.5   7.1   4.3   MM   MM    MM
2024 05 13 16 30  60  1.0   MM   0.0    MM    MM   0 1011.3   7.6   6.3   4.1   MM   MM    MM
2024 05 13 16 20  90  2.0   MM   0.0    MM    MM   0 1011.3   7.9   6.4   4.2   MM   MM    MM
2024 05 13 16 10 130  1.0   MM   0.0    MM    MM   0 1011.2   8.2   6.3   4.5   MM   MM    MM
2024 05 13 16 00 140  2.0   MM   0.0    MM    MM   0 1011.0   7.9   6.0   4.3   MM +0.5    MM
2024 05 13 15 50 150  2.0   MM   0.0    MM    MM   0 1010.9   7.6   5.9   4.3   MM   MM    MM
2024 05 13 15 40 140  3.0   MM   0.0    MM    MM   0 1010.9   7.4   5.7   4.2   MM   MM    MM
2024 05 13 15 30 150  3.0   MM   0.0    MM    MM   0 1011.0   7.4   5.7   4.2   MM   MM    MM
2024 05 13 15 20 140  3.0   MM   0.0    MM    MM   0 1011.1   7.3   5.4   4.0   MM   MM    MM
2024 05 13 15 10 130  2.0   MM   0.0    MM    MM   0 1011.1   7.2   5.1   3.7   MM   MM    MM
2024 05 13 15 00 130  2.0   MM   0.0    MM    MM   0 1011.0   7.4   4.6   3.5   MM +1.2    MM
2024 05 13 14 50 110  2.0   MM   0.0    MM    MM   0 1011.0   8.1   4.2   3.3   MM   MM    MM
2024 05 13 14 40 100  1.0   MM   0.0    MM    MM   0 1011.0   8.9   4.1   3.4   MM   MM    MM
2024 05 13 14 30  80  1.0   MM   0.0    MM    MM   0 1010.9   8.2   4.1   3.3   MM   MM    MM
2024 05 13 14 20  50  1.0   MM   0.0    MM    MM   0 1010.9   8.0   4.0   2.9   MM   MM    MM
2024 05 13 14 10  20  1.0   MM   0.0    MM    MM   0 1010.9   7.7   4.0   2.8   MM   MM    MM
2024 05 13 14 00 350  1.0   MM   0.0    MM    MM   0 1011.0   7.3   4.0   2.8   MM +2.2    MM
2024 05 13 13 50 350  2.0   MM   0.0    MM    MM   0 1010.8   7.1   4.0   2.7   MM   MM    MM
2024 05 13 13 40 340  2.0   MM   0.0    MM    MM   0 1010.7   6.9   4.0   2.6   MM   MM    MM
2024 05 13 13 30 330  2.0   MM   0.0    MM    MM   0 1010.8   7.0   4.0   2.7   MM   MM    MM
2024 05 13 13 20 320  2.0   MM   0.0    MM    MM   0 1010.7   7.1   4.0   2.7   MM   MM    MM
2024 05 13 13 10 320  2.0   MM   0.0    MM    MM   0 1010.7   7.5   4.0   2.7   MM   MM    MM
2024 05 13 13 00 330  1.0   MM   0.0    MM    MM   0 1010.5   7.7   4.0   2.8   MM +2.5    MM
2024 05 13 12 50 320  1.0   MM   0.0    MM    MM   0 1010.5   7.2   3.9   2.8   MM   MM    MM
2024 05 13 12 40 310  2.0   MM   0.0    MM    MM   0 1010.4   6.7   3.9   2.8   MM   MM    MM
2024 05 13 12 30 320  2.0   MM   0.0    MM    MM   0 1010.3   6.7   3.9   2.7   MM   MM    MM
2024 05 13 12 20 320  2.0   MM   0.0    MM    MM   0 1010.1   6.6   3.9   2.7   MM   MM    MM
2024 05 13 12 10 330  2.0   MM   0.0    MM    MM   0 1010.0   7.3   3.9   2.7   MM   MM    MM
2024 05 13 12 00 360  1.0   MM   0.0    MM    MM   0 1009.9   7.7   3.9   2.8   MM +2.2    MM
2024 05 13 11 50 350  2.0   MM   0.0    MM    MM   0 1009.7   7.3   3.9   2.7   MM   MM    MM
2024 05 13 11 40 350  1.0   MM   0.0    MM    MM   0 1009.4   7.6   3.9   2.8   MM   MM    MM
2024 05 13 11 30 110  1.0   MM   0.0    MM    MM   0 1009.2   7.4   3.9   2.8   MM   MM    MM
2024 05 13 11 20  50  1.0   MM   0.0    MM    MM   0 1009.0   7.6   3.9   2.7   MM   MM    MM
2024 05 13 11 10  20  2.0   MM   0.0    MM    MM   0 1008.8   7.8   3.9   2.7   MM   MM    MM
2024 05 13 11 00  40  2.0   MM   0.0    MM    MM   0 1008.7   7.9   3.9   2.8   MM +1.4    MM
